-232,-49
-233,-40
-234,-30
-233,-22
-233,-15
-231,-6
-228,3
-225,7
-220,14
-215,21
-209,27
-201,32
-197,39
-189,42
-179,48
-169,55
-158,60
-157,60.5
-156,61
-155,61.5
-154,62
-153,62.5
-152,63
-151,63.5
-145,64
-134,69
-124,75
-111,79
-100,83
-82,91
-72,96
-62,100
-53,106
-43,115
-35,123
-30,133
-27,144
-26,152
-22,160
-19,166
-15,170
-9,172
-4,172.7
-3,172.9
-2,172.95
-0.01,173
